rollout/ep_len_mean,time/episodes,time/total_timesteps,rollout/exploration_rate,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/n_updates,train/loss,train/learning_rate
33.54,1204,31624,0.6866090090090089,488,64,33.54,7880,0.030298905447125435,0.0004
32.94,1208,31760,0.6852612612612613,487,65,32.94,7914,0.01611185446381569,0.0004
33.13,1212,31895,0.6839234234234234,487,65,33.13,7948,0.05336540564894676,0.0004
34.49,1216,32145,0.6814459459459459,486,66,34.49,8011,0.08646087348461151,0.0004
34.02,1220,32227,0.6806333333333333,485,66,34.02,8031,0.009713592007756233,0.0004
34.4,1224,32398,0.6789387387387389,485,66,34.4,8074,0.013479122892022133,0.0004
34.7,1228,32516,0.6777693693693694,484,67,34.7,8103,0.0030228490941226482,0.0004
33.62,1232,32591,0.6770261261261262,483,67,33.62,8122,0.038489341735839844,0.0004
34.07,1236,32699,0.6759558558558558,483,67,34.07,8149,0.008484460413455963,0.0004
33.88,1240,32794,0.6750144144144143,483,67,33.88,8173,0.017766032367944717,0.0004
34.46,1244,32977,0.6732009009009009,482,68,34.46,8219,0.04196840897202492,0.0004
32.5,1248,33042,0.6725567567567567,482,68,32.5,8235,0.027497634291648865,0.0004
33.43,1252,33214,0.6708522522522523,482,68,33.43,8278,0.08656185865402222,0.0004
33.65,1256,33394,0.6690684684684685,482,69,33.65,8323,0.00680895708501339,0.0004
34.76,1260,33578,0.6672450450450451,482,69,34.76,8369,0.072252057492733,0.0004
35.05,1264,33761,0.6654315315315316,481,70,35.05,8415,0.0566001757979393,0.0004
35.9,1268,34004,0.6630234234234235,481,70,35.9,8475,0.0870978906750679,0.0004
35.42,1272,34114,0.6619333333333333,481,70,35.42,8503,0.01732441410422325,0.0004
37.72,1276,34410,0.659,481,71,37.72,8577,0.042212024331092834,0.0004
38.74,1280,34649,0.6566315315315316,480,72,38.74,8637,0.03245280310511589,0.0004
39.18,1284,34852,0.6546198198198199,479,72,39.18,8687,0.00944454688578844,0.0004
39.93,1288,35031,0.6528459459459459,479,73,39.93,8732,0.014312333427369595,0.0004
40.2,1292,35195,0.6512207207207208,479,73,40.2,8773,0.03376655653119087,0.0004
41.18,1296,35424,0.6489513513513514,478,73,41.18,8830,0.014608178287744522,0.0004
40.94,1300,35518,0.6480198198198197,478,74,40.94,8854,0.03351996839046478,0.0004
41.07,1304,35731,0.6459090090090089,478,74,41.07,8907,0.06247258186340332,0.0004
41.41,1308,35901,0.6442243243243242,478,75,41.41,8950,0.01653200574219227,0.0004
42.84,1312,36179,0.6414693693693694,477,75,42.84,9019,0.006289582699537277,0.0004
42.07,1316,36352,0.6397549549549548,476,76,42.07,9062,0.001027071150019765,0.0004
42.95,1320,36522,0.6380702702702703,476,76,42.95,9105,0.01942257210612297,0.0004
41.94,1324,36592,0.6373765765765766,475,76,41.94,9122,0.012491462752223015,0.0004
43.15,1328,36831,0.635008108108108,475,77,43.15,9182,0.12242235243320465,0.0004
43.5,1332,36941,0.633918018018018,475,77,43.5,9210,0.07508769631385803,0.0004
43.51,1336,37050,0.6328378378378379,475,77,43.51,9237,0.00814042054116726,0.0004
43.68,1340,37162,0.6317279279279279,475,78,43.68,9265,0.05601920560002327,0.0004
44.62,1344,37439,0.628982882882883,474,78,44.62,9334,0.04338131099939346,0.0004
45.64,1348,37606,0.6273279279279278,474,79,45.64,9376,0.03064076229929924,0.0004
45.19,1352,37733,0.6260693693693694,474,79,45.19,9408,0.052685003727674484,0.0004
44.55,1356,37849,0.6249198198198198,474,79,44.55,9437,0.025963928550481796,0.0004
43.98,1360,37976,0.6236612612612613,473,80,43.98,9468,0.010624384507536888,0.0004
43.79,1364,38140,0.6220360360360361,473,80,43.79,9509,0.0018409164622426033,0.0004
43.66,1368,38370,0.6197567567567568,473,81,43.66,9567,0.003177858190611005,0.0004
44.8,1372,38594,0.617536936936937,472,81,44.8,9623,0.026274124160408974,0.0004
43.26,1376,38736,0.6161297297297298,472,81,43.26,9658,0.06222643330693245,0.0004
43.29,1380,38978,0.6137315315315315,472,82,43.29,9719,0.01028609648346901,0.0004
42.86,1384,39138,0.612145945945946,472,82,42.86,9759,0.005028982646763325,0.0004
43.46,1388,39377,0.6097774774774776,472,83,43.46,9819,0.006820539478212595,0.0004
44.18,1392,39613,0.6074387387387388,471,83,44.18,9878,0.028521034866571426,0.0004
43.79,1396,39803,0.6055558558558558,471,84,43.79,9925,0.03120637685060501,0.0004
45.22,1400,40040,0.6032072072072072,470,85,45.22,9984,0.06394888460636139,0.0004
44.69,1404,40200,0.6016216216216217,470,85,44.69,10024,0.00649033160880208,0.0004
44.49,1408,40350,0.6001351351351352,470,85,44.49,10062,0.0034126238897442818,0.0004
44.23,1412,40602,0.5976378378378377,469,86,44.23,10125,0.007442126050591469,0.0004
44.95,1416,40847,0.59520990990991,469,86,44.95,10186,0.07023834437131882,0.0004
47.38,1420,41260,0.591117117117117,469,87,47.38,10289,0.059547845274209976,0.0004
49.04,1424,41496,0.5887783783783784,468,88,49.04,10348,0.004954311531037092,0.0004
49.41,1428,41772,0.5860432432432432,468,89,49.41,10417,0.005150452256202698,0.0004
50.59,1432,42000,0.5837837837837838,468,89,50.59,10474,0.056250717490911484,0.0004
51.8,1436,42230,0.5815045045045044,467,90,51.8,10532,0.0022753681987524033,0.0004
52.95,1440,42457,0.579254954954955,467,90,52.95,10589,0.01236200425773859,0.0004
53.25,1444,42764,0.5762126126126126,466,91,53.25,10665,0.014425588771700859,0.0004
53.39,1448,42945,0.5744189189189188,466,92,53.39,10711,0.006388351321220398,0.0004
54.28,1452,43161,0.5722783783783782,465,92,54.28,10765,0.01591857522726059,0.0004
55.75,1456,43424,0.5696720720720722,465,93,55.75,10830,0.006460422649979591,0.0004
56.91,1460,43667,0.567263963963964,464,93,56.91,10891,0.04532342404127121,0.0004
57.46,1464,43886,0.5650936936936937,464,94,57.46,10946,0.015301882289350033,0.0004
57.83,1468,44153,0.5624477477477479,463,95,57.83,11013,0.14362549781799316,0.0004
57.25,1472,44319,0.5608027027027027,463,95,57.25,11054,0.015391157940030098,0.0004
58.37,1476,44573,0.5582855855855856,463,96,58.37,11118,0.05785386636853218,0.0004
58.73,1480,44851,0.5555306306306307,462,97,58.73,11187,0.04511342942714691,0.0004
59.21,1484,45059,0.5534693693693693,462,97,59.21,11239,0.03314044326543808,0.0004
62.71,1488,45648,0.5476324324324324,460,99,62.71,11386,0.11904597282409668,0.0004
62.03,1492,45816,0.5459675675675676,460,99,62.03,11428,0.12678131461143494,0.0004
62.95,1496,46098,0.5431729729729731,459,100,62.95,11499,0.010644118301570415,0.0004
62.46,1500,46286,0.5413099099099099,458,100,62.46,11546,0.030798718333244324,0.0004
62.38,1504,46438,0.5398036036036036,458,101,62.38,11584,0.049214109778404236,0.0004
65.15,1508,46865,0.535572072072072,457,102,65.15,11691,0.004367227666079998,0.0004
64.19,1512,47021,0.5340261261261261,457,102,64.19,11730,0.006064821034669876,0.0004
64.22,1516,47269,0.5315684684684684,456,103,64.22,11792,0.06872591376304626,0.0004
63.53,1520,47613,0.5281594594594595,456,104,63.53,11878,0.017810141667723656,0.0004
63.36,1524,47832,0.525989189189189,456,104,63.36,11932,0.07179401814937592,0.0004
62.69,1528,48041,0.5239180180180181,455,105,62.69,11985,0.10412409901618958,0.0004
62.34,1532,48234,0.5220054054054054,455,105,62.34,12033,0.009222605265676975,0.0004
64.56,1536,48686,0.517526126126126,454,107,64.56,12146,0.0038223459850996733,0.0004
64.31,1540,48888,0.5155243243243244,454,107,64.31,12196,0.010446969419717789,0.0004
64.91,1544,49255,0.5118873873873874,453,108,64.91,12288,0.012039044871926308,0.0004
65.83,1548,49528,0.5091819819819821,453,109,65.83,12356,0.05736613646149635,0.0004
65.47,1552,49708,0.5073981981981982,453,109,65.47,12401,0.037238575518131256,0.0004
65.55,1556,49979,0.5047126126126127,452,110,65.55,12469,0.03740506246685982,0.0004
66.14,1560,50281,0.5017198198198198,452,111,66.14,12545,0.007550238631665707,0.0004
67.37,1564,50623,0.49833063063063066,451,112,67.37,12630,0.007548633962869644,0.0004
68.06,1568,50959,0.495000900900901,451,112,68.06,12714,0.0157204307615757,0.0004
68.72,1572,51191,0.4927018018018019,451,113,68.72,12772,0.11425440013408661,0.0004
70.07,1576,51580,0.48884684684684676,450,114,70.07,12869,0.010522829368710518,0.0004
70.34,1580,51885,0.4858243243243243,450,115,70.34,12946,0.0063772075809538364,0.0004
72.0,1584,52259,0.482118018018018,449,116,72.0,13039,0.017256585881114006,0.0004
68.95,1588,52543,0.4793036036036037,449,116,68.95,13110,0.004118277691304684,0.0004
70.24,1592,52840,0.47636036036036034,448,117,70.24,13184,0.0019373591057956219,0.0004
71.99,1596,53297,0.47183153153153146,448,118,71.99,13299,0.05621158331632614,0.0004
74.2,1600,53706,0.46777837837837843,447,119,74.2,13401,0.08551850914955139,0.0004
75.35,1604,53973,0.4651324324324324,447,120,75.35,13468,0.05290931463241577,0.0004
76.39,1608,54504,0.4598702702702703,446,121,76.39,13600,0.062394656240940094,0.0004
79.04,1612,54925,0.45569819819819823,445,123,79.04,13706,0.012355332262814045,0.0004
79.97,1616,55266,0.45231891891891896,445,124,79.97,13791,0.014886225573718548,0.0004
80.05,1620,55618,0.44883063063063056,445,124,80.05,13879,0.006858698092401028,0.0004
81.12,1624,55944,0.4456,444,125,81.12,13960,0.17079126834869385,0.0004
83.2,1628,56361,0.44146756756756755,444,126,83.2,14065,0.006504458375275135,0.0004
85.55,1632,56789,0.4372261261261262,443,128,85.55,14172,0.004443780519068241,0.0004
85.17,1636,57203,0.43312342342342336,443,129,85.17,14275,0.11070690304040909,0.0004
87.7,1640,57658,0.4286144144144145,442,130,87.7,14389,0.0483752004802227,0.0004
87.4,1644,57995,0.4252747747747747,441,131,87.4,14473,0.0036001689732074738,0.0004
88.37,1648,58365,0.4216081081081081,441,132,88.37,14566,0.009010355919599533,0.0004
88.48,1652,58556,0.41971531531531525,440,132,88.48,14613,0.018850265070796013,0.0004
88.65,1656,58844,0.41686126126126133,440,133,88.65,14685,0.00855403020977974,0.0004
89.4,1660,59221,0.4131252252252252,439,134,89.4,14780,0.005778808146715164,0.0004
89.57,1664,59580,0.4095675675675676,438,135,89.57,14869,0.005985977593809366,0.0004
90.03,1668,59962,0.4057819819819819,437,137,90.03,14965,0.08226169645786285,0.0004
92.49,1672,60440,0.401045045045045,436,138,92.49,15084,0.03217950463294983,0.0004
93.94,1676,60974,0.3957531531531532,434,140,93.94,15218,0.020624317228794098,0.0004
93.76,1680,61261,0.39290900900900905,433,141,93.76,15290,0.06884060800075531,0.0004
95.02,1684,61761,0.38795405405405403,431,143,95.02,15415,0.005546734668314457,0.0004
95.85,1688,62128,0.38431711711711714,429,144,95.85,15506,0.01406550221145153,0.0004
97.55,1692,62595,0.37968918918918915,428,146,97.55,15623,0.09231238067150116,0.0004
98.05,1696,63102,0.37466486486486483,426,148,98.05,15750,0.0629400685429573,0.0004
100.37,1700,63743,0.3683126126126126,423,150,100.37,15910,0.05830320343375206,0.0004
101.82,1704,64155,0.3642297297297298,422,151,101.82,16013,0.01540809590369463,0.0004
102.6,1708,64764,0.3581945945945947,420,153,102.6,16165,0.0054355706088244915,0.0004
101.35,1712,65060,0.35526126126126134,420,154,101.35,16239,0.005265051033347845,0.0004
100.61,1716,65327,0.3526153153153153,419,155,100.61,16306,0.012894930317997932,0.0004
102.86,1720,65904,0.34689729729729735,417,157,102.86,16450,0.15240103006362915,0.0004
103.51,1724,66295,0.3430225225225224,416,159,103.51,16548,0.010226947255432606,0.0004
104.84,1728,66845,0.33757207207207207,415,161,104.84,16686,0.050982214510440826,0.0004
103.12,1732,67101,0.33503513513513516,414,161,103.12,16750,0.02046784572303295,0.0004
103.43,1736,67546,0.3306252252252253,413,163,103.43,16861,0.05641854554414749,0.0004
103.15,1740,67973,0.32639369369369375,411,165,103.15,16968,0.002520668553188443,0.0004
104.77,1744,68472,0.32144864864864875,410,166,104.77,17092,0.09638703614473343,0.0004
107.17,1748,69082,0.31540360360360364,408,169,107.17,17245,0.014214474707841873,0.0004
110.74,1752,69630,0.309972972972973,406,171,110.74,17382,0.001800043974071741,0.0004
112.76,1756,70120,0.3051171171171171,405,172,112.76,17504,0.04661078378558159,0.0004
114.04,1760,70625,0.3001126126126126,404,174,114.04,17631,0.009582076221704483,0.0004
115.91,1764,71171,0.29470180180180183,403,176,115.91,17767,0.00317549635656178,0.0004
113.98,1768,71360,0.2928288288288289,402,177,113.98,17814,0.022034823894500732,0.0004
115.76,1772,72016,0.28632792792792794,401,179,115.76,17978,0.06456983834505081,0.0004
117.04,1776,72678,0.2797675675675676,399,181,117.04,18144,0.06849602609872818,0.0004
119.03,1780,73164,0.2749513513513514,398,183,119.03,18265,0.007985799573361874,0.0004
117.44,1784,73505,0.2715720720720721,397,184,117.44,18351,0.003040180541574955,0.0004
118.8,1788,74008,0.2665873873873874,396,186,118.8,18476,0.006990784779191017,0.0004
119.77,1792,74572,0.26099819819819825,395,188,119.77,18617,0.00654198881238699,0.0004
120.0,1796,75102,0.2557459459459459,394,190,120.0,18750,0.009856604039669037,0.0004
117.87,1800,75530,0.25150450450450457,393,191,117.87,18857,0.019990991801023483,0.0004
119.66,1804,76121,0.24564774774774767,392,194,119.66,19005,0.013476216234266758,0.0004
120.54,1808,76818,0.2387405405405405,390,196,120.54,19179,0.0023312103003263474,0.0004
122.07,1812,77267,0.23429099099099104,389,198,122.07,19291,0.03460968658328056,0.0004
124.36,1816,77763,0.22937567567567563,388,200,124.36,19415,0.004066498018801212,0.0004
123.44,1820,78248,0.22456936936936933,387,201,123.44,19536,0.051404185593128204,0.0004
123.06,1824,78601,0.22107117117117125,386,203,123.06,19625,0.00844521913677454,0.0004
122.54,1828,79099,0.21613603603603604,385,205,122.54,19749,0.020125456154346466,0.0004
123.59,1832,79460,0.21255855855855854,384,206,123.59,19839,0.011380963027477264,0.0004
123.67,1836,79913,0.20806936936936937,383,208,123.67,19953,0.002366055967286229,0.0004
123.3,1840,80303,0.20420450450450456,382,209,123.3,20050,0.07148578763008118,0.0004
122.88,1844,80760,0.19967567567567568,382,211,122.88,20164,0.02371276542544365,0.0004
123.93,1848,81475,0.1925900900900901,380,214,123.93,20343,0.008512415923178196,0.0004
124.14,1852,82044,0.18695135135135144,379,216,124.14,20485,0.008017586544156075,0.0004
125.94,1856,82714,0.1803117117117118,378,218,125.94,20653,0.0033604870550334454,0.0004
128.42,1860,83467,0.17284954954954956,377,221,128.42,20841,0.022039039060473442,0.0004
130.98,1864,84269,0.1649018018018018,375,224,130.98,21042,0.005165678448975086,0.0004
134.64,1868,84824,0.15940180180180186,374,226,134.64,21180,0.25127294659614563,0.0004
134.22,1872,85438,0.15331711711711704,373,228,134.22,21334,0.011634097434580326,0.0004
133.89,1876,86067,0.14708378378378373,372,231,133.89,21491,0.06449166685342789,0.0004
136.62,1880,86826,0.1395621621621621,370,234,136.62,21681,0.004751373548060656,0.0004
138.35,1884,87340,0.1344684684684685,370,235,138.35,21809,0.015772931277751923,0.0004
140.05,1888,88013,0.12779909909909914,369,238,140.05,21978,0.0864945501089096,0.0004
141.36,1892,88708,0.12091171171171167,368,241,141.36,22151,0.0172006506472826,0.0004
142.41,1896,89343,0.11461891891891907,367,243,142.41,22310,0.15911953151226044,0.0004
143.91,1900,89921,0.10889099099099109,366,245,143.91,22455,0.06794215738773346,0.0004
145.4,1904,90661,0.10155765765765756,364,248,145.4,22640,0.027022726833820343,0.0004
146.12,1908,91430,0.09393693693693694,363,251,146.12,22832,0.08296216279268265,0.0004
147.15,1912,91982,0.0884666666666667,363,253,147.15,22970,0.2591143846511841,0.0004
149.17,1916,92680,0.08154954954954963,362,256,149.17,23144,0.008973095566034317,0.0004
151.18,1920,93366,0.07475135135135136,361,258,151.18,23316,0.009598798118531704,0.0004
153.07,1924,93908,0.06938018018018022,360,260,153.07,23451,0.005538184195756912,0.0004
155.73,1928,94672,0.061809009009008986,359,263,155.73,23642,0.02676745317876339,0.0004
158.85,1932,95345,0.05513963963963964,358,266,158.85,23811,0.14706918597221375,0.0004
163.02,1936,96215,0.04651801801801814,357,269,163.02,24028,0.0019015733851119876,0.0004
165.12,1940,96815,0.04057207207207214,356,271,165.12,24178,0.23827645182609558,0.0004
166.65,1944,97425,0.034527027027027035,355,274,166.65,24331,0.27221986651420593,0.0004
165.41,1948,98016,0.02867027027027025,354,276,165.41,24478,0.18713133037090302,0.0004
165.71,1952,98615,0.022734234234234263,353,278,165.71,24628,0.0015998585149645805,0.0004
166.01,1956,99315,0.015797297297297286,352,281,166.01,24803,0.005567999556660652,0.0004
163.73,1960,99840,0.010594594594594664,352,283,163.73,24934,0.0031079379841685295,0.0004
